country,cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,lon,lat
England,1132,Steve,Bates,1963-03-04,FALSE,"Merthyr Tydfil, UK",FALSE,Scrum-half,Romania v England,Bucharest,1989-05-13,1,1,0,0,0,0,0,0,NA,1,0,0,1,-3.381646,51.74872999999999
England,1133,Jerry,Guscott,1965-07-07,FALSE,"Bath, UK",FALSE,Centre,Romania v England,Bucharest,1989-05-13,73,70,3,150,31,0,0,3,NA,56,17,0,0.7671232876712328,-2.3590167,51.3810641
England,1134,Simon,Hodgkinson,1962-12-15,FALSE,"Thornbury, UK",FALSE,Fullback,Romania v England,Bucharest,1989-05-13,14,14,0,203,1,35,43,0,NA,12,2,0,0.8571428571428571,-2.525153,51.608306
England,1135,Mark,Linnett,1963-02-17,FALSE,"Rugby, UK",FALSE,Prop,England v Fiji,Twickenham,1989-11-04,1,1,0,4,1,0,0,0,NA,1,0,0,1,-1.265032,52.370878
England,1136,Andy,Mullins,1964-12-12,FALSE,"Eltham, UK",FALSE,Prop,England v Fiji,Twickenham,1989-11-04,1,1,0,0,0,0,0,0,NA,1,0,0,1,0.0570862,51.4506338
England,1137,Nigel,Heslop,1963-12-04,FALSE,"W Hartlepool, UK",FALSE,Wing,Argentina v England,Buenos Aires,1990-07-28,10,9,1,12,3,0,0,0,NA,9,1,0,0.9,-1.212926,54.691745
England,1138,Jason,Leonard,1968-08-14,FALSE,"Barking, UK",FALSE,Prop,Argentina v England,Buenos Aires,1990-07-28,119,104,15,5,1,0,0,0,NA,89,28,2,0.7478991596638656,0.075766,51.536563
England,1139,David,Pears,1967-12-06,FALSE,"Workington, UK",FALSE,"Fullback, Fly-half",Argentina v England,Buenos Aires,1990-07-28,4,3,1,0,0,0,0,0,NA,3,1,0,0.75,-3.542752,54.643569
England,1140,Dean,Ryan,1966-06-22,FALSE,"Tuxford, UK",FALSE,"Lock, No. 8",Argentina v England,Buenos Aires,1990-07-28,4,4,0,4,1,0,0,0,NA,3,1,0,0.75,-0.898207,53.229497
England,1141,John,Olver,1961-04-23,FALSE,"Manchester, UK",FALSE,Hooker,England v Argentina,Twickenham,1990-11-03,3,3,0,0,0,0,0,0,NA,3,0,0,1,-2.2426305,53.4807593
England,1142,Martin,Bayfield,1966-12-21,FALSE,"Bedford, UK",FALSE,Lock,Fiji v England,Suva,1991-07-20,34,34,0,0,0,0,0,0,NA,23,11,0,0.6764705882352942,-0.4667782,52.1386394
England,1143,Tim,Rodber,1969-07-02,FALSE,"Richmond, Yorks, UK",FALSE,Back-row,Scotland v England,Murrayfield,1992-01-18,46,38,8,25,5,0,0,0,NA,35,11,0,0.7608695652173914,-1.653,54.40499999999999
England,1144,Ian,Hunter,1969-02-15,FALSE,"Harrow, London, UK",FALSE,"Fullback, Wing",England v Canada,Wembley,1992-10-17,7,7,0,15,3,0,0,0,NA,5,2,0,0.7142857142857143,-0.341995,51.580559
England,1145,Victor,Ubogu,1964-09-08,FALSE,"Lagos, Nigeria",FALSE,Prop,England v Canada,Wembley,1992-10-17,24,21,3,5,1,0,0,0,NA,17,7,0,0.7083333333333334,3.3792057,6.5243793
England,1146,Tony,Underwood,1969-02-17,FALSE,"Ipoh, UK",FALSE,Wing,England v Canada,Wembley,1992-10-17,28,28,0,65,13,0,0,0,NA,21,7,0,0.75,101.049013,4.5739519
England,1147,Ben,Clarke,1968-04-15,FALSE,"Bishop's Stortford, UK",FALSE,Back-row,England v South Africa,Twickenham,1992-11-14,43,39,4,15,3,0,0,0,NA,27,16,0,0.627906976744186,0.1536502,51.8721635
England,1148,Phil de,Glanville,1968-10-01,FALSE,"Loughborough, UK",FALSE,Centre,England v South Africa,Twickenham,1992-11-14,38,26,12,40,8,0,0,0,NA,24,12,2,0.631578947368421,-1.206166,52.772099
England,1149,Martin,Johnson,1970-03-09,FALSE,"Solihull, UK",FALSE,Lock,England v France,Twickenham,1993-01-16,92,90,2,10,2,0,0,0,NA,71,19,2,0.7717391304347826,-1.77761,52.411811
England,1150,Kyran,Bracken,1971-11-22,FALSE,"Dublin, Ireland",FALSE,Scrum-half,England v New Zealand,Twickenham,1993-11-27,51,38,13,15,3,0,0,0,NA,40,9,2,0.7843137254901961,-6.2603097,53.3498053
England,1151,Jon,Callard,1966-01-01,FALSE,"Leicester, UK",FALSE,Fullback,England v New Zealand,Twickenham,1993-11-27,5,5,0,69,0,3,21,0,NA,3,2,0,0.6,-1.1397592,52.6368778
England,1152,Neil,Back,1969-01-16,FALSE,"Coventry, UK",FALSE,Flanker,Scotland v England,Murrayfield,1994-02-05,71,67,4,88,17,0,0,1,NA,53,17,1,0.7464788732394366,-1.519693,52.406822
England,1153,Steve,Ojomoh,1970-05-25,FALSE,"Benin City, Nigeria",FALSE,Back-row,England v Ireland,Twickenham,1994-02-19,12,9,3,0,0,0,0,0,NA,7,5,0,0.5833333333333334,5.6037465,6.334986
England,1154,Mike,Catt,1971-09-17,FALSE,"Port Elizabeth, South Africa",FALSE,"Centre, Fly-half",England v Wales,Twickenham,1994-03-19,76,63,13,142,7,16,22,3,NA,50,25,1,0.6578947368421053,25.6022423,-33.9608369
England,1155,Paul,Hull,1968-05-17,FALSE,"Lambeth, London, UK",FALSE,Fullback,South Africa v England,Pretoria,1994-06-04,4,4,0,0,0,0,0,0,NA,3,1,0,0.75,-0.1230681,51.4571477
England,1156,Graham,Rowntree,1971-04-18,FALSE,"Stockton-on-Tees, UK",FALSE,Prop,England v Scotland,Twickenham,1995-03-18,57,48,9,0,0,0,0,0,NA,38,18,1,0.6666666666666666,-1.3289821,54.5704551
England,1157,Richard,West,1971-03-20,FALSE,"Hereford, UK",FALSE,Lock,England v Samoa,Durban,1995-06-04,1,1,0,0,0,0,0,0,NA,1,0,0,1,-2.715974,52.05639799999999
England,1158,Damian,Hopley,1970-04-12,FALSE,"Lambeth, London, UK",FALSE,"Wing, Centre",England v Samoa,Durban,1995-06-04,3,2,1,0,0,0,0,0,NA,2,1,0,0.6666666666666666,-0.1230681,51.4571477
England,1159,John,Mallett,1970-05-28,FALSE,"Lincoln, UK",FALSE,Prop,England v Samoa,Durban,1995-06-04,1,0,1,0,0,0,0,0,NA,1,0,0,1,-0.5405789999999999,53.230688
England,1160,Mark,Regan,1972-01-28,FALSE,"Bristol, UK",FALSE,Hooker,England v South Africa,Twickenham,1995-11-18,47,34,13,15,3,0,0,0,NA,28,18,1,0.5957446808510638,-2.58791,51.454513
England,1161,Lawrence,Dallaglio,1972-08-10,FALSE,"Shepherd's Bush, UK",FALSE,No. 8,England v South Africa,Twickenham,1995-11-18,88,73,15,85,17,0,0,0,NA,62,24,2,0.7045454545454546,-0.22469,51.5051913
England,1162,Matt,Dawson,1972-10-31,FALSE,"Birkenhead, UK",FALSE,Scrum-half,England v Samoa,Twickenham,1995-12-16,84,59,25,111,18,6,3,0,NA,53,30,1,0.6309523809523809,-3.023009,53.38999099999999
England,1163,Paul,Grayson,1971-05-30,FALSE,"Chorley, Lancashire, UK",FALSE,Fly-half,England v Samoa,Twickenham,1995-12-16,32,24,8,400,2,78,72,6,NA,21,9,2,0.65625,-2.632596,53.653511
England,1164,Jon,Sleightholme,1972-08-05,FALSE,"Malton, Yorkshire, UK",FALSE,Wing,France v England,Parc des Princes,1996-01-20,12,12,0,20,4,0,0,0,NA,9,3,0,0.75,-0.7978970000000001,54.136836
England,1165,Garath,Archer,1974-12-15,FALSE,"Durham, UK",FALSE,"Lock, No. 8",Scotland v England,Murrayfield,1996-03-02,21,21,0,0,0,0,0,0,NA,13,6,2,0.6190476190476191,-1.584852,54.77525
England,1166,Adedayo,Adebayo,1970-11-30,FALSE,"Ibadan, Nigeria",FALSE,Wing,England v Italy,Twickenham,1996-11-23,6,6,0,10,2,0,0,0,NA,3,2,1,0.5,3.9470396,7.3775355
England,1167,Andy,Gomarsall,1974-07-24,FALSE,"Durham, UK",FALSE,Scrum-half,England v Italy,Twickenham,1996-11-23,35,25,10,37,6,2,0,1,NA,21,14,0,0.6,-1.584852,54.77525
England,1168,Simon,Shaw,1973-09-01,FALSE,Nairobi,FALSE,Lock,England v Italy,Twickenham,1996-11-23,73,46,27,10,2,0,0,0,NA,44,29,0,0.6027397260273972,36.8219462,-1.2920659
England,1169,Chris,Sheasby,1966-11-30,FALSE,"Windsor, UK",FALSE,No. 8,England v Italy,Twickenham,1996-11-23,7,2,5,5,1,0,0,0,NA,4,2,1,0.5714285714285714,-0.613576,51.4817279
England,1170,Tim,Stimpson,1973-09-10,FALSE,"Liverpool, UK",FALSE,Fullback,England v Italy,Twickenham,1996-11-23,20,10,10,35,2,5,5,0,NA,11,8,1,0.55,-2.9915726,53.4083714
England,1171,Phil,Greening,1975-10-03,FALSE,"Gloucester, UK",FALSE,Hooker,England v Italy,Twickenham,1996-11-23,24,17,7,30,6,0,0,0,NA,16,8,0,0.6666666666666666,-2.238156,51.8642449
England,1172,Rob,Hardwick,1969-03-29,FALSE,"Kenilworth, UK",FALSE,Prop,England v Italy,Twickenham,1996-11-23,1,0,1,0,0,0,0,0,NA,1,0,0,1,-1.58073,52.349557
England,1173,Nick,Beal,1970-12-02,FALSE,"Howden, York, UK",FALSE,Fullback,England v Argentina,Twickenham,1996-12-14,15,9,6,15,3,0,0,0,NA,9,6,0,0.6,-0.868877,53.745894
England,1174,Richard,Hill,1973-05-23,FALSE,"Dormansland, Surrey, UK",FALSE,Back-row,England v Scotland,Twickenham,1997-02-01,76,73,3,60,12,0,0,0,NA,53,21,2,0.6973684210526315,0.006899,51.164276
England,1175,Austin,Healey,1973-10-26,FALSE,"Wallasey, UK",FALSE,Utility back,Ireland v England,Lansdowne Road,1997-02-15,53,37,16,75,15,0,0,0,NA,35,16,2,0.660377358490566,-3.066215,53.426521
England,1176,Darren,Garforth,1966-04-09,FALSE,"Coventry, UK",FALSE,Prop,Wales v England,Cardiff,1997-03-15,25,20,5,0,0,0,0,0,NA,15,9,1,0.6,-1.519693,52.406822
England,1177,Martin,Corry,1973-10-12,FALSE,"Birmingham, UK",FALSE,"Lock, Back-row",Argentina v England,Buenos Aires,1997-05-31,71,47,24,30,6,0,0,0,NA,40,30,1,0.5633802816901409,-1.890401,52.48624299999999
England,1178,Tony,Diprose,1972-09-22,FALSE,"Orsett, Essex, UK",FALSE,No. 8,Argentina v England,Buenos Aires,1997-05-31,10,8,2,5,1,0,0,0,NA,4,5,1,0.4,0.3663699,51.5158
England,1179,Nick,Greenstock,1973-11-03,FALSE,"Dubai, UAE",FALSE,Centre,Argentina v England,Buenos Aires,1997-05-31,4,4,0,10,2,0,0,0,NA,1,3,0,0.25,55.2707828,25.2048493
England,1180,Martin,Haag,1965-07-28,FALSE,"Chelmsford, UK",FALSE,Lock,Argentina v England,Buenos Aires,1997-05-31,2,2,0,0,0,0,0,0,NA,1,1,0,0.5,0.4685497,51.7355868
England,1181,Jim,Mallinder,1966-03-16,FALSE,"Halifax, UK",FALSE,Fullback,Argentina v England,Buenos Aires,1997-05-31,2,2,0,0,0,0,0,0,NA,1,1,0,0.5,-1.85754,53.72702
England,1182,Kevin,Yates,1972-11-06,FALSE,"Medicine Hat, AB, Canada",FALSE,Prop,Argentina v England,Buenos Aires,1997-05-31,4,4,0,0,0,0,0,0,NA,1,3,0,0.25,-110.7034049,50.0291676
England,1183,Richard,Cockerill,1970-12-16,FALSE,"Rugby, UK",FALSE,Hooker,Argentina v England,Buenos Aires,1997-05-31,27,22,5,15,3,0,0,0,NA,14,11,2,0.5185185185185185,-1.265032,52.370878
England,1184,Danny,Grewcock,1972-11-07,FALSE,"Coventry, UK",FALSE,Lock,Argentina v England,Buenos Aires,1997-06-07,74,55,19,10,2,0,0,0,NA,45,28,1,0.6081081081081081,-1.519693,52.406822
England,1185,Mark,Mapletoft,1971-12-25,FALSE,"Mansfield, UK",FALSE,Fly-half,Argentina v England,Buenos Aires,1997-06-07,1,1,0,3,0,0,1,0,NA,0,1,0,0,-1.198674,53.147195
England,1186,Alex,King,1975-01-17,FALSE,"Brighton, UK",FALSE,Fly-half,Argentina v England,Buenos Aires,1997-06-07,5,1,4,23,1,3,3,1,NA,4,1,0,0.8,-0.137163,50.82253000000001
England,1187,Will,Green,1973-10-25,FALSE,"Littlehampton, UK",FALSE,Prop,England v Australia,Twickenham,1997-11-15,4,1,3,0,0,0,0,0,NA,2,1,1,0.5,-0.5386609,50.811057
England,1188,Will,Greenwood,1972-10-20,FALSE,"Blackburn, UK",FALSE,Centre,England v Australia,Twickenham,1997-11-15,57,51,6,155,31,0,0,0,NA,44,11,2,0.7719298245614035,-2.487529,53.748575
England,1189,Andy,Long,1977-09-02,FALSE,"Poole, UK",FALSE,Hooker,England v Australia,Twickenham,1997-11-15,2,1,1,0,0,0,0,0,NA,1,0,1,0.5,-1.987248,50.71505
England,1190,Matt,Perry,1977-01-27,FALSE,"Bath, UK",FALSE,Fullback,England v Australia,Twickenham,1997-11-15,39,37,2,50,10,0,0,0,NA,22,15,2,0.5641025641025641,-2.3590167,51.3810641
England,1191,David,Rees,1974-10-15,FALSE,"Kingston-upon-Thames, UK",FALSE,Utility back,England v Australia,Twickenham,1997-11-15,11,10,1,15,3,0,0,0,NA,5,4,2,0.45454545454545453,-0.300689,51.41233
England,1192,Dorian,West,1967-10-05,FALSE,"Wrexham, UK",FALSE,Hooker,France v England,Stade de France,1998-02-07,21,10,11,15,3,0,0,0,NA,17,4,0,0.8095238095238095,-2.992494,53.04304
England,1193,Phil,Vickery,1976-03-14,FALSE,"Barnstaple, UK",FALSE,Prop,England v Wales,Twickenham,1998-02-21,78,69,9,10,2,0,0,0,NA,50,28,0,0.6410256410256411,-4.058338,51.0781599
England,1194,Jonny,Wilkinson,1979-05-25,FALSE,"Frimley, UK",FALSE,Fly-half,England v Ireland,Twickenham,1998-04-04,97,85,12,1246,7,169,255,36,NA,67,28,2,0.6907216494845361,-0.743239,51.316221
England,1195,Scott,Benton,1974-09-08,FALSE,"Bradford, UK",FALSE,Scrum-half,Australia v England,Brisbane,1998-06-06,1,1,0,0,0,0,0,0,NA,0,1,0,0,-1.759398,53.795984
England,1196,Spencer,Brown,1973-07-11,FALSE,"Eton, UK",FALSE,Wing,Australia v England,Brisbane,1998-06-06,2,2,0,0,0,0,0,0,NA,0,2,0,0,-0.607942,51.487402
England,1197,Richard,Pool-Jones,1969-10-22,FALSE,"London, UK",FALSE,Flanker,Australia v England,Brisbane,1998-06-06,1,1,0,0,0,0,0,0,NA,0,1,0,0,-0.1277583,51.5073509
England,1198,Steve,Ravenscroft,1970-11-02,FALSE,"Leeds, UK",FALSE,Centre,Australia v England,Brisbane,1998-06-06,2,1,1,0,0,0,0,0,NA,0,2,0,0,-1.5490774,53.8007554
England,1199,Ben,Sturnham,1974-03-06,FALSE,"St Albans, Herts, UK",FALSE,Flanker,Australia v England,Brisbane,1998-06-06,3,1,2,0,0,0,0,0,NA,0,3,0,0,-0.339436,51.752725
England,1200,Dominic,Chapman,1976-03-07,FALSE,"Kingston-upon-Thames, UK",FALSE,Wing,Australia v England,Brisbane,1998-06-06,1,0,1,0,0,0,0,0,NA,0,1,0,0,-0.300689,51.41233
England,1201,Stuart,Potter,1967-11-11,FALSE,"Lichfield, UK",FALSE,Centre,Australia v England,Brisbane,1998-06-06,1,0,1,0,0,0,0,0,NA,0,1,0,0,-1.831672,52.681602
England,1202,Josh,Lewsey,1976-11-30,FALSE,"Bromley, Kent, UK",FALSE,"Wing, Centre",New Zealand v England,Dunedin,1998-06-20,58,56,2,110,22,0,0,0,NA,33,25,0,0.5689655172413793,0.013156,51.406025
England,1203,Pat,Sanderson,1977-09-06,FALSE,"Chester, UK",FALSE,Back-row,New Zealand v England,Dunedin,1998-06-20,16,12,4,5,1,0,0,0,NA,6,10,0,0.375,-2.893075,53.193392
England,1204,Tom,Beim,1975-12-11,FALSE,"Frimley, UK",FALSE,Wing,New Zealand v England,Dunedin,1998-06-20,2,1,1,5,1,0,0,0,NA,0,2,0,0,-0.743239,51.316221
England,1205,Dave,Sims,1969-11-22,FALSE,"Gloucester, UK",FALSE,Lock,New Zealand v England,Dunedin,1998-06-20,3,2,1,0,0,0,0,0,NA,0,3,0,0,-2.238156,51.8642449
England,1206,Jos,Baxendell,1972-12-03,FALSE,"Manchester, UK",FALSE,"Centre, Fly-half",New Zealand v England,Auckland,1998-06-27,2,2,0,0,0,0,0,0,NA,0,2,0,0,-2.2426305,53.4807593
England,1207,Rob,Fidler,1974-09-21,FALSE,"Cheltenham, UK",FALSE,Lock,New Zealand v England,Auckland,1998-06-27,2,2,0,0,0,0,0,0,NA,0,2,0,0,-2.0782533,51.8993855
England,1208,Paul,Sampson,1977-07-12,FALSE,"Keighley, UK",FALSE,"Fullback, Wing",South Africa v England,Cape Town,1998-07-04,3,3,0,0,0,0,0,0,NA,2,1,0,0.6666666666666666,-1.912358,53.867795
England,1209,Dan,Luger,1975-01-11,FALSE,"Chiswick, UK",FALSE,Wing,England v Netherlands,Huddersfield,1998-11-14,38,32,6,120,24,0,0,0,NA,31,7,0,0.8157894736842105,-0.2671732,51.4876272
England,1210,Neil,McCarthy,1974-11-29,FALSE,"Slough, UK",FALSE,Hooker,Ireland v England,Lansdowne Road,1999-03-06,3,0,3,0,0,0,0,0,NA,3,0,0,1,-0.5950405999999999,51.51053839999999
England,1211,Steve,Hanley,1979-06-11,FALSE,"Whitehaven, UK",FALSE,Wing,England v Wales,Wembley,1999-04-11,1,1,0,5,1,0,0,0,NA,0,1,0,0,-3.589233,54.549699
England,1212,Barrie-Jon,Mather,1973-01-15,FALSE,"Wigan, UK",FALSE,Centre,England v Wales,Wembley,1999-04-11,1,1,0,0,0,0,0,0,NA,0,1,0,0,-2.6325074,53.5450645
England,1213,Trevor,Woodman,1976-08-04,FALSE,"Plymouth, UK",FALSE,Prop,England v United States of America,Twickenham,1999-08-21,22,14,8,0,0,0,0,0,NA,18,4,0,0.8181818181818182,-4.1426565,50.3754565
England,1214,Joe,Worsley,1977-06-14,FALSE,"Redbridge, Hants, UK",FALSE,Back-row,England v Tonga,Twickenham,1999-10-15,79,52,27,50,10,0,0,0,NA,48,30,1,0.6075949367088608,-1.4667451,50.9207134
England,1215,Ben,Cohen,1978-09-14,FALSE,"Northampton, UK",FALSE,Wing,England v Ireland,Twickenham,2000-02-05,57,54,3,155,31,0,0,0,NA,40,17,0,0.7017543859649122,-0.9026560000000001,52.240477
England,1216,Mike,Tindall,1978-10-18,FALSE,"Otley, UK",FALSE,Centre,England v Ireland,Twickenham,2000-02-05,75,71,4,74,14,2,0,0,NA,51,24,0,0.68,-1.691786,53.905825
England,1217,Iain,Balshaw,1979-04-14,FALSE,"Blackburn, UK",FALSE,Fullback,England v Ireland,Twickenham,2000-02-05,38,26,12,65,13,0,0,0,NA,25,13,0,0.6578947368421053,-2.487529,53.748575
England,1218,Julian,White,1973-05-14,FALSE,"Plymouth, UK",FALSE,Prop,South Africa v England,Pretoria,2000-06-17,55,39,16,0,0,0,0,0,NA,29,25,1,0.5272727272727272,-4.1426565,50.3754565
England,1219,David,Flatman,1980-01-21,FALSE,"Maidstone, UK",FALSE,Prop,South Africa v England,Pretoria,2000-06-17,8,1,7,0,0,0,0,0,NA,7,1,0,0.875,0.522699,51.270363
England,1220,Leon,Lloyd,1977-09-22,FALSE,"Coventry, UK",FALSE,"Wing, Centre",South Africa v England,Pretoria,2000-06-17,5,3,2,10,2,0,0,0,NA,4,1,0,0.8,-1.519693,52.406822
England,1221,Jason,Robinson,1974-07-30,FALSE,"Leeds, UK",FALSE,Fullback,England v Italy,Twickenham,2001-02-17,56,52,4,150,30,0,0,0,NA,39,17,0,0.6964285714285714,-1.5490774,53.8007554
England,1222,Steve,Borthwick,1979-10-12,FALSE,"Carlisle, UK",FALSE,Lock,England v France,Twickenham,2001-04-07,57,47,10,10,2,0,0,0,NA,29,27,1,0.5087719298245614,-2.932931,54.892473
England,1223,Ben,Kay,1975-12-14,FALSE,"Liverpool, UK",FALSE,Lock,Canada v England,Markham,2001-06-02,64,49,15,10,2,0,0,0,NA,44,19,1,0.6875,-2.9915726,53.4083714
England,1224,Lewis,Moody,1978-06-12,FALSE,"Ascot, UK",FALSE,Flanker,Canada v England,Markham,2001-06-02,74,59,15,50,10,0,0,0,NA,46,26,2,0.6216216216216216,-0.6755624,51.4062365
England,1225,Jamie,Noon,1979-05-09,FALSE,"Goole, UK",FALSE,Centre,Canada v England,Markham,2001-06-02,38,35,3,35,7,0,0,0,NA,16,22,0,0.42105263157894735,-0.876381,53.702941
England,1226,Michael,Stephenson,1980-09-28,FALSE,"Tynemouth, UK",FALSE,Wing,Canada v England,Markham,2001-06-02,3,3,0,0,0,0,0,0,NA,3,0,0,1,-1.4255818,55.0175869
England,1227,Dave,Walder,1978-05-07,FALSE,"Newcastle-upon-Tyne, UK",FALSE,Fly-half,Canada v England,Markham,2001-06-02,4,3,1,41,2,11,3,0,NA,4,0,0,1,-1.61778,54.978252
England,1228,Steve,White-Cooper,1974-07-15,FALSE,"Cape Town, South Africa",FALSE,Flanker,Canada v England,Burnaby Lake,2001-06-09,2,2,0,0,0,0,0,0,NA,2,0,0,1,18.4240553,-33.9248685
England,1229,Martyn,Wood,1977-04-25,FALSE,"Harrogate, UK",FALSE,Scrum-half,Canada v England,Burnaby Lake,2001-06-09,2,0,2,5,1,0,0,0,NA,2,0,0,1,-1.541812,53.99212
England,1230,Fraser,Waters,1976-03-31,FALSE,"Cape Town, South Africa",FALSE,Centre,United States of America v England,San Francisco,2001-06-16,3,1,2,0,0,0,0,0,NA,1,2,0,0.3333333333333333,18.4240553,-33.9248685
England,1231,Olly,Barkley,1981-11-28,FALSE,"Hammersmith, London, UK",FALSE,Fly-half,United States of America v England,San Francisco,2001-06-16,23,12,11,82,2,9,18,0,NA,10,13,0,0.43478260869565216,-0.223731,51.491187
England,1232,Tom,Palmer,1979-03-27,FALSE,"Haringey, London, UK",FALSE,Lock,United States of America v England,San Francisco,2001-06-16,42,28,14,0,0,0,0,0,NA,23,18,1,0.5476190476190477,-0.1109709,51.5906113
England,1233,Tom,Voyce,1981-01-05,FALSE,"Truro, UK",FALSE,Wing,United States of America v England,San Francisco,2001-06-16,9,6,3,15,3,0,0,0,NA,4,5,0,0.4444444444444444,-5.051041,50.263195
England,1234,Charlie,Hodgson,1980-11-12,FALSE,"Halifax, UK",FALSE,Fly-half,England v Romania,Twickenham,2001-11-17,38,28,10,269,8,44,44,3,NA,22,16,0,0.5789473684210527,-1.85754,53.72702
England,1235,Alex,Sanderson,1979-10-07,FALSE,"Chester, UK",FALSE,Back-row,England v Romania,Twickenham,2001-11-17,5,2,3,5,1,0,0,0,NA,4,1,0,0.8,-2.893075,53.193392
England,1236,Steve,Thompson,1978-07-15,FALSE,"Hemel Hempstead, UK",FALSE,Hooker,Scotland v England,Murrayfield,2002-02-02,76,54,22,20,4,0,0,0,NA,49,25,2,0.6447368421052632,-0.448632,51.753241
England,1237,Nick,Duncombe,1982-01-21,FALSE,"Taplow, Bucks, UK",FALSE,Scrum-half,Scotland v England,Murrayfield,2002-02-02,2,0,2,0,0,0,0,0,NA,2,0,0,1,-0.68796,51.532169
England,1238,Henry,Paul,1974-02-10,FALSE,"Tokoroa, NZ",FALSE,Centre,France v England,Stade de France,2002-03-02,6,3,3,6,0,3,0,0,NA,4,2,0,0.6666666666666666,175.862693,-38.22021100000001
England,1239,Geoff,Appleford,1977-09-26,FALSE,"Dundee, UK",FALSE,Centre,Argentina v England,Buenos Aires,2002-06-22,1,1,0,0,0,0,0,0,NA,1,0,0,1,-2.970721,56.462018
England,1240,Phil,Christophers,1980-06-16,FALSE,"Heidelberg, Germany",FALSE,Centre,Argentina v England,Buenos Aires,2002-06-22,3,2,1,5,1,0,0,0,NA,3,0,0,1,8.6724335,49.3987524
England,1241,Alex,Codling,1973-09-25,FALSE,"Lewisham, UK",FALSE,Lock,Argentina v England,Buenos Aires,2002-06-22,1,1,0,0,0,0,0,0,NA,1,0,0,1,-0.0117006,51.4414579
England,1242,Michael,Horak,1977-06-03,FALSE,"Johannesburg, South Africa",FALSE,Fullback,Argentina v England,Buenos Aires,2002-06-22,1,1,0,0,0,0,0,0,NA,1,0,0,1,28.0473051,-26.2041028
England,1243,Ben,Johnston,1978-11-08,FALSE,"Clatterbridge, UK",FALSE,Centre,Argentina v England,Buenos Aires,2002-06-22,2,1,1,0,0,0,0,0,NA,2,0,0,1,-3.0309497,53.327395
England,1244,James,Simpson-Daniel,1982-05-30,FALSE,"Stockton-on-Tees, UK",FALSE,Wing,England v New Zealand,Twickenham,2002-11-09,10,6,4,15,3,0,0,0,NA,7,3,0,0.7,-1.3289821,54.5704551
England,1245,Robbie,Morris,1982-02-20,FALSE,"Hertford, UK",FALSE,Prop,Wales v England,Millennium Stadium,2003-02-22,2,2,0,0,0,0,0,0,NA,2,0,0,1,-0.08115699999999999,51.795756
England,1246,Ollie,Smith,1982-08-14,FALSE,"Leicester, UK",FALSE,Centre,England v Italy,Twickenham,2003-03-09,6,2,4,5,1,0,0,0,NA,4,1,1,0.6666666666666666,-1.1397592,52.6368778
England,1247,Mike,Worsley,1976-12-01,FALSE,"Warrington, UK",FALSE,Prop,England v Italy,Twickenham,2003-03-09,3,0,3,0,0,0,0,0,NA,2,1,0,0.6666666666666666,-2.5969501,53.3900441
England,1248,Stuart,Abbott,1978-06-03,FALSE,"Cape Town, South Africa",FALSE,Centre,Wales v England,Millennium Stadium,2003-08-23,9,6,3,10,2,0,0,0,NA,5,4,0,0.5555555555555556,18.4240553,-33.9248685
England,1249,Dan,Scarbrough,1978-02-16,FALSE,"Bingley, UK",FALSE,Fullback,Wales v England,Millennium Stadium,2003-08-23,2,2,0,5,1,0,0,0,NA,1,1,0,0.5,-1.833781,53.847389
England,1250,Chris,Jones,1980-06-24,FALSE,"Manchester, UK",FALSE,Lock,Italy v England,Rome,2004-02-15,12,7,5,5,1,0,0,0,NA,4,8,0,0.3333333333333333,-2.2426305,53.4807593
England,1251,Matt,Stevens,1982-10-01,FALSE,"Durban, South Africa",FALSE,Prop,New Zealand v England,Dunedin,2004-06-12,44,20,24,0,0,0,0,0,NA,24,20,0,0.5454545454545454,31.0218404,-29.85868039999999
England,1252,Michael,Lipman,1980-01-16,FALSE,"London, UK",FALSE,Flanker,New Zealand v England,Auckland,2004-06-19,10,6,4,0,0,0,0,0,NA,4,6,0,0.4,-0.1277583,51.5073509
England,1253,Andy,Titterrell,1981-01-10,FALSE,"Dartford, UK",FALSE,Hooker,New Zealand v England,Auckland,2004-06-19,5,0,5,0,0,0,0,0,NA,3,2,0,0.6,0.216872,51.44621
England,1254,Tim,Payne,1979-04-29,FALSE,"Swindon, UK",FALSE,Prop,Australia v England,Brisbane,2004-06-26,22,19,3,0,0,0,0,0,NA,7,14,1,0.3181818181818182,-1.7797176,51.55577390000001
England,1255,Mark,Cueto,1979-12-26,FALSE,"Workington, UK",FALSE,Wing,England v Canada,Twickenham,2004-11-13,56,56,0,100,20,0,0,0,NA,29,26,1,0.5178571428571429,-3.542752,54.643569
England,1256,Andy,Hazell,1978-04-25,FALSE,"Gloucester, UK",FALSE,Back-row,England v Canada,Twickenham,2004-11-13,7,3,4,5,1,0,0,0,NA,4,3,0,0.5714285714285714,-2.238156,51.8642449
England,1257,Andrew,Sheridan,1979-11-01,FALSE,"Bromley, Kent, UK",FALSE,Prop,England v Canada,Twickenham,2004-11-13,42,39,3,0,0,0,0,0,NA,25,17,0,0.5952380952380952,0.013156,51.406025
