cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country
318,Arthur,Rotherham,1869-05-27,FALSE,"Coventry, UK",FALSE,Scrum-half,South Africa v Great Britain,Port Elizabeth,1891-07-30,8,8,0,4,0,2,0,0,0,4,3,1,0.5,England
319,Percy,Royds,1874-04-05,FALSE,"Rochdale, UK",FALSE,Centre,Scotland v England,Edinburgh,1898-03-12,3,3,0,3,1,0,0,0,0,1,1,1,0.3333333333333333,England
320,James,Shaw,1878-01-02,FALSE,"Burton, UK",FALSE,Forward,Scotland v England,Edinburgh,1898-03-12,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
321,Percy,Stout,1875-11-20,FALSE,"Gloucester, UK",FALSE,Centre,Scotland v England,Edinburgh,1898-03-12,5,5,0,3,1,0,0,0,0,1,3,1,0.2,England
322,Geoffrey,Unwin,1874-06-01,FALSE,"Ecclesall Bay, UK",FALSE,Fly-half,Scotland v England,Edinburgh,1898-03-12,1,1,0,0,0,0,0,0,0,0,0,1,0,England
323,Robert,Livesay,1876-06-27,FALSE,"O Brompton, Gillinghm, UK",FALSE,Fly-half,England v Wales,Blackheath,1898-04-02,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
324,John,Daniell,1878-12-12,FALSE,"Bath, UK",FALSE,Forward,Wales v England,Swansea,1899-01-07,7,7,0,0,0,0,0,0,0,4,2,1,0.5714285714285714,England
325,Joseph,Davidson,1878-10-05,FALSE,"Chester-le-Street, UK",FALSE,Forward,Wales v England,Swansea,1899-01-07,2,2,0,0,0,0,0,0,0,0,2,0,0,England
326,Reginald,Forrest,1878-05-12,FALSE,"Bristol, UK",FALSE,Wing,Wales v England,Swansea,1899-01-07,6,6,0,3,1,0,0,0,0,2,3,1,0.3333333333333333,England
327,Octopus,Gamlin,1878-02-12,FALSE,"Wellington, Somerset, UK",FALSE,Fullback,Wales v England,Swansea,1899-01-07,15,15,0,3,0,0,1,0,0,4,9,2,0.26666666666666666,England
328,George,Gibson,1878-03-14,FALSE,"Gateshead, UK",FALSE,Forward,Wales v England,Swansea,1899-01-07,6,6,0,0,0,0,0,0,0,3,3,0,0.5,England
329,Charles,Harper,1876-02-24,FALSE,"Caistor, UK",FALSE,Forward,Wales v England,Swansea,1899-01-07,1,1,0,0,0,0,0,0,0,0,1,0,0,England
330,William,Mortimer,1874-04-02,FALSE,"Warrington, UK",FALSE,Forward,South Africa v Great Britain,Port Elizabeth,1896-07-30,5,5,0,0,0,0,0,0,0,3,2,0,0.6,England
331,Stanley,Anderson,1871-08-05,FALSE,"Walsend, r Tynemouth, UK",FALSE,Wing,Ireland v England,Lansdowne Road,1899-02-04,1,1,0,0,0,0,0,0,0,0,1,0,0,England
332,Arthur,Darby,1876-01-09,FALSE,"Chester, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1899-02-04,1,1,0,0,0,0,0,0,0,0,1,0,0,England
333,John,Shooter,1874-03-25,FALSE,"Nottingham, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1899-02-04,4,4,0,0,0,0,0,0,0,1,2,1,0.25,England
334,Aubrey,Dowson,1874-11-10,FALSE,"Stockport, UK",FALSE,Forward,England v Scotland,Blackheath,1899-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
335,Reginald,Hobbs,1878-01-30,FALSE,"Tyldesley, UK",FALSE,Forward,England v Scotland,Blackheath,1899-03-11,2,2,0,0,0,0,0,0,0,0,2,0,0,England
336,John,Matters,NA,NA,"Stoke Damerel, UK",FALSE,Wing,England v Scotland,Blackheath,1899-03-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
337,Reginald,Schwarz,1875-05-04,FALSE,"Lee, Lewisham, UK",FALSE,Fly-half,England v Scotland,Blackheath,1899-03-11,3,3,0,0,0,0,0,0,0,0,3,0,0,England
338,Bim,Baxter,1870-06-08,FALSE,"Rock Ferry, Cheshire, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
339,Fred,Bell,1876-08-03,FALSE,"Cullercoates, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,1,1,0,0,0,0,0,0,0,0,1,0,0,England
340,Robert,Bell,1875-12-19,FALSE,"Newcastle-upon-Tyne, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
341,Arthur,Brettargh,1877-12-22,FALSE,"Egremont, Cheshire, UK",FALSE,Centre,England v Wales,Gloucester,1900-01-06,8,8,0,3,1,0,0,0,0,1,6,1,0.125,England
342,William,Cobby,1877-07-05,FALSE,"Swine, Hull, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,1,1,0,0,0,0,0,0,0,0,1,0,0,England
343,Arthur,Cockerham,1876-01-07,FALSE,"Little Horton, Bradfo, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,1,1,0,0,0,0,0,0,0,0,1,0,0,England
344,Sydney,Coopper,1878-10-08,FALSE,"Hoo, UK",FALSE,Wing,England v Wales,Gloucester,1900-01-06,7,7,0,6,2,0,0,0,0,1,6,0,0.14285714285714285,England
345,Gerald,Gordon-Smith,1877-02-01,TRUE,"Southampton, UK",FALSE,Centre,England v Wales,Gloucester,1900-01-06,3,3,0,7,1,0,0,1,0,1,1,1,0.3333333333333333,England
346,Wallace,Jarman,1872-07-17,FALSE,"Towcester, UK",FALSE,Forward,Australia v Great Britain,Sydney,1899-06-24,5,5,0,0,0,0,0,0,0,3,2,0,0.6,England
347,George,Marsden,1880-10-16,FALSE,"Morley, UK",FALSE,Fly-half,England v Wales,Gloucester,1900-01-06,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
348,Elliot,Nicholson,1871-12-13,FALSE,"W Derby, UK",FALSE,Wing,Australia v Great Britain,Sydney,1899-08-05,4,4,0,3,1,0,0,0,0,3,1,0,0.75,England
349,Shirley,Reynolds,1873-03-03,FALSE,"Lahore, India",FALSE,Forward,England v Wales,Gloucester,1900-01-06,4,4,0,0,0,0,0,0,0,1,2,1,0.25,England
350,Charles,Scott,1877-08-26,FALSE,"Wimbledon, UK",FALSE,Forward,England v Wales,Gloucester,1900-01-06,4,4,0,0,0,0,0,0,0,1,3,0,0.25,England
351,Harry,Alexander,1879-01-06,FALSE,"Oxton, Cheshire, UK",FALSE,Forward,England v Ireland,Richmond,1900-02-03,7,7,0,7,0,2,1,0,0,2,4,1,0.2857142857142857,England
352,John,Marquis,1876-02-15,FALSE,"Birkenhead, UK",FALSE,Scrum-half,England v Ireland,Richmond,1900-02-03,2,2,0,0,0,0,0,0,0,1,0,1,0.5,England
353,Alexander,Todd,1873-09-20,FALSE,"Forest Hill, London, UK",FALSE,Forward,South Africa v Great Britain,Port Elizabeth,1896-07-30,6,6,0,3,1,0,0,0,0,4,1,1,0.6666666666666666,England
354,Arthur,Luxmoore,1876-02-27,FALSE,"Hendon, UK",FALSE,Forward,Scotland v England,Inverleith,1900-03-10,2,2,0,0,0,0,0,0,0,0,1,1,0,England
355,Edgar,Elliot,1878-07-09,FALSE,"Roker, Sunderland, UK",FALSE,Wing,Wales v England,Cardiff,1901-01-05,4,4,0,6,2,0,0,0,0,0,3,1,0,England
356,Nigel,Fletcher,1877-08-03,FALSE,"Pancras, London, UK",FALSE,Forward,Wales v England,Cardiff,1901-01-05,4,4,0,0,0,0,0,0,0,0,4,0,0,England
357,Charles,Gibson,1876-10-27,FALSE,"Gateshead, UK",FALSE,Forward,Wales v England,Cardiff,1901-01-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
358,David,Graham,1875-06-01,TRUE,"Aspatria, UK",TRUE,Forward,Wales v England,Cardiff,1901-01-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
359,Arthur,O'Neill,1878-04-14,FALSE,"Teignmouth, UK",FALSE,Forward,Wales v England,Cardiff,1901-01-05,3,3,0,0,0,0,0,0,0,0,3,0,0,England
360,Ernest,Roberts,1878-11-14,FALSE,"Lowestoft, UK",FALSE,Forward,Wales v England,Cardiff,1901-01-05,6,6,0,0,0,0,0,0,0,0,6,0,0,England
361,John,Sagar,1878-12-06,FALSE,"Easington, UK",FALSE,Fullback,Wales v England,Cardiff,1901-01-05,2,2,0,0,0,0,0,0,0,0,2,0,0,England
362,Whacker,Smith,1878-07-18,FALSE,"Westgate, Gloucester, UK",FALSE,Wing,Wales v England,Cardiff,1901-01-05,1,1,0,0,0,0,0,0,0,0,1,0,0,England
363,Elliott,Vivyan,1879-01-06,FALSE,"Stoke Damerel, UK",FALSE,Wing,Wales v England,Cardiff,1901-01-05,4,4,0,13,3,2,0,0,0,1,2,1,0.25,England
364,Katie,Walton,1879-11-01,TRUE,"York, UK",FALSE,Scrum-half,Wales v England,Cardiff,1901-01-05,4,4,0,0,0,0,0,0,0,2,2,0,0.5,England
365,Charley,Hall,1874-07-15,FALSE,"Gloucester, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1901-02-09,2,2,0,0,0,0,0,0,0,0,2,0,0,England
366,Robert,Wood,1873-01-03,FALSE,"W Derby, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1901-02-09,3,3,0,0,0,0,0,0,0,0,3,0,0,England
367,Norman,Cox,1877-09-03,FALSE,"Sunderland, UK",FALSE,Centre,England v Scotland,Blackheath,1901-03-09,1,1,0,0,0,0,0,0,0,0,1,0,0,England
368,Charles,Edgar,1877-04-01,FALSE,"W Derby, UK",FALSE,Forward,England v Scotland,Blackheath,1901-03-09,1,1,0,0,0,0,0,0,0,0,1,0,0,England
369,Jock,Hartley,1879-03-16,FALSE,"Woodford, UK",FALSE,Forward,England v Scotland,Blackheath,1901-03-09,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
370,Toggie,Kendall,1878-08-21,FALSE,"Prescot, UK",FALSE,Scrum-half,England v Scotland,Blackheath,1901-03-09,3,3,0,0,0,0,0,0,0,0,3,0,0,England
371,Bernard,Oughtred,1880-08-22,FALSE,"Hartlepool, UK",FALSE,Fly-half,England v Scotland,Blackheath,1901-03-09,6,6,0,0,0,0,0,0,0,2,4,0,0.3333333333333333,England
372,Henry,Weston,1869-07-09,FALSE,"Potterspury, UK",FALSE,Forward,England v Scotland,Blackheath,1901-03-09,1,1,0,0,0,0,0,0,0,0,1,0,0,England
373,Denys,Dobson,1880-10-28,FALSE,"Douglas, Isle of Ma, UK",FALSE,Forward,England v Wales,Blackheath,1902-01-11,10,10,0,9,3,0,0,0,0,5,5,0,0.5,England
374,George,Fraser,1877-09-15,FALSE,"Fulham, UK",FALSE,Forward,England v Wales,Blackheath,1902-01-11,5,5,0,0,0,0,0,0,0,2,3,0,0.4,England
375,John,Jewitt,1878-10-05,FALSE,"Stockton-on-Tees, UK",FALSE,Lock,England v Wales,Blackheath,1902-01-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
376,Philip,Nicholas,1876-05-30,FALSE,"Monmouth, UK",FALSE,Wing,England v Wales,Blackheath,1902-01-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
377,John,Raphael,1882-04-30,FALSE,"Brussels, Belgium",FALSE,Centre,England v Wales,Blackheath,1902-01-11,9,9,0,3,1,0,0,0,0,4,5,0,0.4444444444444444,England
378,Leonard,Tosswill,1880-01-12,FALSE,"Exeter, UK",FALSE,Forward,England v Wales,Blackheath,1902-01-11,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,England
379,Thomas,Willcocks,NA,NA,"Buckfastleigh, UK",FALSE,Forward,England v Wales,Blackheath,1902-01-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
380,Samuel,Williams,1880-05-14,FALSE,"Stoke Damerel, UK",FALSE,Forward,England v Wales,Blackheath,1902-01-11,7,7,0,6,2,0,0,0,0,2,5,0,0.2857142857142857,England
381,Peter,Hardwick,1877-05-15,FALSE,"Tynemouth, UK",FALSE,Forward,England v Ireland,Leicester,1902-02-08,8,8,0,0,0,0,0,0,0,3,4,1,0.375,England
382,Thomas,Simpson,1881-08-08,FALSE,"Newcastle-upon-Tyne, UK",FALSE,Wing,Scotland v England,Inverleith,1902-03-15,11,11,0,9,3,0,0,0,0,4,6,1,0.36363636363636365,England
383,Robert,Bradley,1873-03-15,FALSE,"Crossgate, Durham, UK",FALSE,Forward,Wales v England,Swansea,1903-01-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
384,Vincent,Cartwright,1882-09-10,FALSE,"The Park, Nottingham, UK",FALSE,Forward,Wales v England,Swansea,1903-01-10,14,14,0,8,0,4,0,0,0,2,10,2,0.14285714285714285,England
385,James,Duthie,NA,NA,"Hartlepool, UK",FALSE,Forward,Wales v England,Swansea,1903-01-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
386,Frankie,Hulme,1881-08-31,FALSE,"Oxton, Cheshire, UK",FALSE,Halfback,Wales v England,Swansea,1903-01-10,5,5,0,0,0,0,0,0,0,1,4,0,0.2,England
387,Jack,Miles,NA,NA,"Grimsby, UK",FALSE,Wing,Wales v England,Swansea,1903-01-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
388,Reginald,Spooner,1880-10-21,FALSE,"Litherland, Lancs, UK",FALSE,Centre,Wales v England,Swansea,1903-01-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
389,Walter,Heppel,1877-01-02,FALSE,"Weston-super-Mare, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1903-02-14,1,1,0,0,0,0,0,0,0,0,1,0,0,England
390,Basil,Hill,1880-04-23,FALSE,"Broughty Ferry, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1903-02-14,9,9,0,10,0,5,0,0,0,2,5,2,0.2222222222222222,England
391,Edward,Barrett,1879-06-22,FALSE,"Churt, Frensham, Sy, UK",FALSE,Centre,England v Scotland,Richmond,1903-03-21,1,1,0,0,0,0,0,0,0,0,1,0,0,England
392,Walter,Butcher,1878-02-02,FALSE,"Tooting Graveney, Sy, UK",FALSE,Scrum-half,England v Scotland,Richmond,1903-03-21,7,7,0,0,0,0,0,0,0,1,5,1,0.14285714285714285,England
393,Edward,Dillon,1881-02-15,FALSE,"Penge, Kent, UK",FALSE,Centre,England v Wales,Leicester,1904-01-09,4,4,0,0,0,0,0,0,0,1,2,1,0.25,England
394,Patrick,Hancock,1883-07-08,FALSE,"Assam, India",FALSE,Fly-half,South Africa v Great Britain,Johannesburg,1903-08-26,6,6,0,0,0,0,0,0,0,1,2,3,0.16666666666666666,England
395,George,Keeton,1878-10-13,FALSE,"Peterborough, UK",FALSE,Hooker,England v Wales,Leicester,1904-01-09,3,3,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,England
396,Jumbo,Milton,1885-05-01,FALSE,"Cape Colony, South Africa",FALSE,Forward,England v Wales,Leicester,1904-01-09,5,5,0,0,0,0,0,0,0,1,3,1,0.2,England
397,Norman,Moore,NA,NA,"Hackney, UK",FALSE,Forward,England v Wales,Leicester,1904-01-09,3,3,0,6,2,0,0,0,0,1,1,1,0.3333333333333333,England
398,Charles,Newbold,1881-01-12,FALSE,"Tunbridge Wells, UK",FALSE,Hooker,England v Wales,Leicester,1904-01-09,6,6,0,0,0,0,0,0,0,1,4,1,0.16666666666666666,England
399,William,Cave,1882-11-24,FALSE,"Croydon, UK",FALSE,Forward,South Africa v Great Britain,Johannesburg,1903-08-26,4,4,0,3,1,0,0,0,0,0,2,2,0,England
400,Thomas,Gibson,1880-01-30,FALSE,"Gateshead, UK",FALSE,Forward,South Africa v Great Britain,Johannesburg,1903-08-26,5,5,0,0,0,0,0,0,0,0,3,2,0,England
401,Sam,Irvin,NA,NA,"Hartlepool, UK",FALSE,Fullback,Wales v England,Cardiff,1905-01-14,1,1,0,0,0,0,0,0,0,0,1,0,0,England
402,John,Mathias,1878-08-23,FALSE,"Cardigan, UK",FALSE,Lock,Wales v England,Cardiff,1905-01-14,4,4,0,0,0,0,0,0,0,0,4,0,0,England
403,Francis,Palmer,1877-08-06,FALSE,"Hereford, UK",FALSE,Wing,Wales v England,Cardiff,1905-01-14,1,1,0,0,0,0,0,0,0,0,1,0,0,England
404,Walter,Rogers,1878-09-20,FALSE,"Pewsey, Wilts, UK",FALSE,Forward,Wales v England,Cardiff,1905-01-14,2,2,0,0,0,0,0,0,0,0,2,0,0,England
405,John,Green,1881-09-17,FALSE,"Skipton, UK",TRUE,Forward,Ireland v England,Cork,1905-02-11,8,8,0,0,0,0,0,0,0,3,4,1,0.375,England
406,William,Grylls,1885-01-09,FALSE,"Redruth, UK",FALSE,Lock,Ireland v England,Cork,1905-02-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
407,Harry,Shewring,1881-04-26,FALSE,"Keynsham, UK",FALSE,Centre,Ireland v England,Cork,1905-02-11,10,10,0,3,1,0,0,0,0,3,6,1,0.3,England
408,Christopher,Stanger-Leathes,1881-05-09,FALSE,"Kensington, UK",FALSE,Fullback,Australia v Great Britain,Sydney,1904-07-02,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
409,George,Vickery,1879-05-25,FALSE,"Chard, UK",FALSE,Forward,Ireland v England,Cork,1905-02-11,1,1,0,0,0,0,0,0,0,0,1,0,0,England
410,Curly,Hammond,1879-10-03,FALSE,"Pontefract, UK",FALSE,Forward,England v Scotland,Richmond,1905-03-18,8,8,0,0,0,0,0,0,0,3,5,0,0.375,England
411,Sidney,Osborne,1880-02-26,FALSE,"Camberwell, UK",FALSE,Forward,England v Scotland,Richmond,1905-03-18,1,1,0,0,0,0,0,0,0,0,1,0,0,England
412,Adrian,Stoop,1883-03-27,FALSE,"Kensington, UK",FALSE,Fly-half,England v Scotland,Richmond,1905-03-18,15,15,0,6,2,0,0,0,0,8,5,2,0.5333333333333333,England
413,Jacky,Braithwaite,1873-04-21,FALSE,"Leeds, UK",FALSE,Scrum-half,England v New Zealand,Crystal Palace,1905-12-02,1,1,0,0,0,0,0,0,0,0,1,0,0,England
414,Dai,Gent,1883-01-09,FALSE,"Llandovery, UK",FALSE,Fly-half,England v New Zealand,Crystal Palace,1905-12-02,5,5,0,0,0,0,0,0,0,1,3,1,0.2,England
415,Reginald,Godfray,1880-05-10,FALSE,"St Helier, Jersey, UK",FALSE,Centre,England v New Zealand,Crystal Palace,1905-12-02,1,1,0,0,0,0,0,0,0,0,1,0,0,England
416,Alfred,Hind,1878-04-07,FALSE,"Preston, UK",FALSE,Wing,England v New Zealand,Crystal Palace,1905-12-02,2,2,0,0,0,0,0,0,0,0,2,0,0,England
417,Henry,Imrie,NA,NA,"Durham, UK",FALSE,Wing,England v New Zealand,Crystal Palace,1905-12-02,2,2,0,3,1,0,0,0,0,0,2,0,0,England
418,John,Jackett,1878-07-04,FALSE,"Falmouth, UK",FALSE,Fullback,England v New Zealand,Crystal Palace,1905-12-02,16,16,0,4,0,2,0,0,0,4,10,2,0.25,England
419,Richard,Russell,1879-04-05,FALSE,"Bingham, UK",FALSE,Forward,England v New Zealand,Crystal Palace,1905-12-02,1,1,0,0,0,0,0,0,0,0,1,0,0,England
420,George,Summerscale,NA,NA,"Durham, UK",FALSE,Forward,England v New Zealand,Crystal Palace,1905-12-02,1,1,0,0,0,0,0,0,0,0,1,0,0,England
421,George,Dobbs,1884-07-21,FALSE,"Castlecomer, Kildare, Ireland",FALSE,Flanker,England v Wales,Richmond,1906-01-13,2,2,0,0,0,0,0,0,0,0,2,0,0,England
422,Harold,Hodges,1886-01-22,FALSE,"Mansfield Woodhouse, UK",FALSE,Prop,England v Wales,Richmond,1906-01-13,2,2,0,0,0,0,0,0,0,0,2,0,0,England
423,Arthur,Hudson,1882-10-27,FALSE,"Gloucester, UK",FALSE,Wing,England v Wales,Richmond,1906-01-13,8,8,0,27,9,0,0,0,0,4,4,0,0.5,England
424,Raphael,Jago,1882-01-20,FALSE,"Chidcock, Dorset, UK",FALSE,Scrum-half,England v Wales,Richmond,1906-01-13,5,5,0,3,1,0,0,0,0,0,4,1,0,England
425,Thomas,Kelly,1882-08-15,FALSE,"Tiverton, UK",FALSE,Lock,England v Wales,Richmond,1906-01-13,12,12,0,0,0,0,0,0,0,5,6,1,0.4166666666666667,England
426,Alf,Kewney,1882-09-13,FALSE,"Tynemouth, UK",FALSE,Forward,England v Wales,Richmond,1906-01-13,16,16,0,6,2,0,0,0,0,7,9,0,0.4375,England
427,William,Mills,1879-02-02,FALSE,"Stoke Damerel, UK",FALSE,No. 8,England v Wales,Richmond,1906-01-13,11,11,0,12,4,0,0,0,0,4,6,1,0.36363636363636365,England
428,James,Hutchinson,1884-03-08,FALSE,"Stockton-on-Tees, UK",FALSE,Wing,England v Ireland,Leicester,1906-02-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
429,Cecil,Milton,1884-01-07,FALSE,"Cape Colony, South Africa",FALSE,Centre,England v Ireland,Leicester,1906-02-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
430,Joseph,Sandford,1881-03-05,FALSE,"Landkey, Devon, UK",FALSE,Centre,England v Ireland,Leicester,1906-02-10,1,1,0,0,0,0,0,0,0,0,1,0,0,England
431,John,Birkett,1884-12-27,FALSE,"Richmond, UK",FALSE,Centre,Scotland v England,Inverleith,1906-03-17,21,21,0,34,10,0,0,1,0,12,7,2,0.5714285714285714,England
432,Robert,Dibble,1882-10-29,FALSE,"Bridgwater, UK",FALSE,Forward,Scotland v England,Inverleith,1906-03-17,22,22,0,0,0,0,0,0,0,11,9,2,0.5,England
433,Darkie,Peters,1880-08-07,FALSE,"Salford, UK",FALSE,Fly-half,Scotland v England,Inverleith,1906-03-17,5,5,0,6,2,0,0,0,0,2,3,0,0.4,England
434,Cecil,Shaw,1879-08-01,FALSE,"Wolverhampton, UK",FALSE,Forward,Scotland v England,Inverleith,1906-03-17,6,6,0,0,0,0,0,0,0,2,3,1,0.3333333333333333,England
435,Thomas,Hogarth,1878-02-16,FALSE,"Hartlepool, UK",FALSE,Forward,France v England,Parc des Princes,1906-03-22,1,1,0,3,1,0,0,0,0,1,0,0,1,England
436,Arnold,Alcock,1882-08-18,FALSE,"Woolstanton, Staffs, UK",FALSE,Hooker,England v South Africa,Crystal Palace,1906-12-08,1,1,0,0,0,0,0,0,0,0,0,1,0,England
437,Frede,di Brooks,1883-05-01,FALSE,"Cape Town, South Africa",FALSE,Wing,England v South Africa,Crystal Palace,1906-12-08,1,1,0,3,1,0,0,0,0,0,0,1,0,England
438,Tremlett,Batchelor,1884-06-22,FALSE,"Wirral, UK",FALSE,Wing,England v France,Richmond,1907-01-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
439,John,Hopley,1883-08-27,FALSE,"Grahamstown, UK",FALSE,Flanker,England v France,Richmond,1907-01-05,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,England
440,Danny,Lambert,1883-10-04,FALSE,"Cranbrook, UK",FALSE,Wing,England v France,Richmond,1907-01-05,7,7,0,46,8,8,2,0,0,3,4,0,0.42857142857142855,England
441,Harry,Lee,1882-12-08,FALSE,"Dewsbury, UK",FALSE,Fullback,England v France,Richmond,1907-01-05,1,1,0,0,0,0,0,0,0,1,0,0,1,England
442,Billy,Nanson,1880-12-12,FALSE,"Carlisle, UK",FALSE,Forward,England v France,Richmond,1907-01-05,2,2,0,3,1,0,0,0,0,1,1,0,0.5,England
443,Andrew,Slocock,1886-12-25,FALSE,"Stratford-upon-Avon, UK",FALSE,Forward,England v France,Richmond,1907-01-05,8,8,0,9,3,0,0,0,0,3,5,0,0.375,England
444,Thomas,Wedge,1881-09-15,FALSE,"Penzance, UK",FALSE,Scrum-half,England v France,Richmond,1907-01-05,2,2,0,0,0,0,0,0,0,1,1,0,0.5,England
445,Frank,Scott,1886-01-09,FALSE,"Perth, WA, Australia",FALSE,Wing,Wales v England,Swansea,1907-01-12,1,1,0,0,0,0,0,0,0,0,1,0,0,England
446,Jumbo,Leather,1881-02-22,FALSE,"Leigh, UK",FALSE,Forward,Ireland v England,Lansdowne Road,1907-02-09,1,1,0,0,0,0,0,0,0,0,1,0,0,England
447,Arthur,Pickering,1885-03-24,FALSE,"Dewsbury, UK",FALSE,Centre,Ireland v England,Lansdowne Road,1907-02-09,1,1,0,3,0,0,1,0,0,0,1,0,0,England
448,Walter,Wilson,1885-06-22,FALSE,"Brisbane, QLD, Australia",FALSE,Wing,Ireland v England,Lansdowne Road,1907-02-09,2,2,0,0,0,0,0,0,0,0,2,0,0,England
449,Andrew,Newton,1879-09-12,FALSE,"Partaferry, Co Down, Ireland",FALSE,Wing,England v Scotland,Blackheath,1907-03-16,1,1,0,0,0,0,0,0,0,0,1,0,0,England
450,Khaki,Roberts,1886-08-27,FALSE,"Exeter, UK",FALSE,Forward,England v Scotland,Blackheath,1907-03-16,3,3,0,6,0,3,0,0,0,1,2,0,0.3333333333333333,England
451,Sydney,Start,1879-05-17,FALSE,"Salford, UK",FALSE,Scrum-half,England v Scotland,Blackheath,1907-03-16,1,1,0,0,0,0,0,0,0,0,1,0,0,England
452,Patsy,Boylen,1878-12-01,TRUE,"Hartlepool, UK",FALSE,Forward,France v England,Colombes,1908-01-01,4,4,0,0,0,0,0,0,0,2,2,0,0.5,England
453,Ernest,Chambers,1882-07-24,FALSE,"Hackney, UK",FALSE,Forward,France v England,Colombes,1908-01-01,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,England
454,Harry,Havelock,NA,NA,"Hartlepool, UK",FALSE,Flanker,France v England,Colombes,1908-01-01,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,England
455,Walter,Lapage,1883-02-05,FALSE,"Nantwich, UK",FALSE,Centre,France v England,Colombes,1908-01-01,4,4,0,6,2,0,0,0,0,2,2,0,0.5,England
456,Garnet,Portus,1883-06-07,FALSE,"Morpeth, NSW, Australia",FALSE,Fly-half,France v England,Colombes,1908-01-01,2,2,0,3,1,0,0,0,0,2,0,0,1,England
457,Herbert,Sibree,1885-05-09,FALSE,Antananarivo,FALSE,Scrum-half,France v England,Colombes,1908-01-01,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,England
458,Alf,Wood,1883-11-27,FALSE,"Wolverhampton, UK",FALSE,Fullback,France v England,Colombes,1908-01-01,3,3,0,8,0,4,0,0,0,2,1,0,0.6666666666666666,England
459,Dick,Gilbert,1878-08-28,FALSE,"Dartmouth, UK",FALSE,Forward,England v Wales,Bristol,1908-01-18,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,England
460,Rupert,Williamson,1886-11-22,FALSE,Not Available,FALSE,Scrum-half,England v Wales,Bristol,1908-01-18,5,5,0,6,2,0,0,0,0,2,3,0,0.4,England
461,Jumbo,Vassall,1887-03-23,FALSE,"Torrington, Devon, UK",FALSE,Centre,England v Ireland,Richmond,1908-02-08,4,4,0,0,0,0,0,0,0,1,2,1,0.25,England
462,Fischer,Burges-Watson,1884-09-09,FALSE,"Portsea, UK",FALSE,Forward,Scotland v England,Inverleith,1908-03-21,2,2,0,3,1,0,0,0,0,0,2,0,0,England
463,Maffer,Davey,1880-12-25,FALSE,"Redruth, UK",FALSE,Fly-half,Scotland v England,Inverleith,1908-03-21,3,3,0,0,0,0,0,0,0,0,3,0,0,England
464,George,Lyon,1883-10-03,FALSE,"Bankipore, India",FALSE,Fullback,Scotland v England,Inverleith,1908-03-21,2,2,0,0,0,0,0,0,0,0,2,0,0,England
465,William,Oldham,1887-06-15,FALSE,"Coventry, UK",FALSE,Forward,Scotland v England,Inverleith,1908-03-21,3,3,0,0,0,0,0,0,0,0,3,0,0,England
