cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,country,lon,lat
297,Jacques,Dorot,1906-11-04,FALSE,Pergamino,FALSE,Lock,France v Germany,Parc des Princes,1935-03-24,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-75.5671227,6.2083135
298,Francois,Raynal,1904-02-16,FALSE,Saint-Nazaire,FALSE,Flanker,France v Germany,Parc des Princes,1935-03-24,5,5,0,5,1,1,0,0,0,5,0,0,1,France,-2.213848,47.2734979
299,Armand,Vigneau,1914-07-02,FALSE,Bayonne,FALSE,Wing,France v Germany,Parc des Princes,1935-03-24,1,1,0,3,1,0,0,0,0,1,0,0,1,France,-74.1143091,40.6687141
300,Francis,Daguerre,1908-10-31,FALSE,Saint-Pierre-et-Miqu,FALSE,Prop,Germany v France,Berlin,1936-05-17,1,1,0,3,1,0,0,0,0,1,0,0,1,France,-56.3159,46.8852
301,Pierre,Geschwind,1911-03-31,FALSE,Wattrelos,FALSE,Wing,Germany v France,Berlin,1936-05-17,2,2,0,6,2,0,0,0,0,2,0,0,1,France,3.215007,50.70117399999999
302,Andre,Goyard,1910-06-27,FALSE,Saint-Jean-sur-Veyle,FALSE,"Prop, Lock",Germany v France,Berlin,1936-05-17,7,7,0,3,1,0,0,0,0,6,1,0,0.8571428571428571,France,4.915751,46.258722
303,Etienne,Ithurra,1905-05-17,FALSE,Bayonne,FALSE,Lock,Germany v France,Berlin,1936-05-17,3,3,0,0,0,0,0,0,0,3,0,0,1,France,-74.1143091,40.6687141
304,Georges,Libaros,1912-02-29,FALSE,Gers,FALSE,Fly-half,Germany v France,Berlin,1936-05-17,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,0.4502368,43.6366479
305,Andre,Rochon,1906-03-29,FALSE,Chastreix,FALSE,"Hooker, Flanker",Germany v France,Berlin,1936-05-17,1,1,0,0,0,0,0,0,0,1,0,0,1,France,2.735682,45.512075
306,Pierre,Thiers,1914-04-16,FALSE,Thiers,FALSE,"Scrum-half, Flanker",Germany v France,Berlin,1936-05-17,9,9,0,17,0,7,1,0,0,6,3,0,0.6666666666666666,France,3.545177,45.857907
307,Felix,Bergese,1914-01-11,FALSE,Le Boucau,FALSE,Centre,Germany v France,Hanover,1936-11-01,6,6,0,12,4,0,0,0,0,5,1,0,0.8333333333333334,France,-1.4858579,43.523153
308,Jean,Clave,1915-03-02,FALSE,Montgaillard,FALSE,Hooker,Germany v France,Hanover,1936-11-01,3,3,0,0,0,0,0,0,0,3,0,0,1,France,0.10872,43.124882
309,Edmond,Elissalde,1908-01-30,FALSE,Biarritz,FALSE,"Centre, Fly-half",Germany v France,Hanover,1936-11-01,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,-1.558626,43.4831519
310,Pierre,Milliand,1913-03-27,FALSE,Alberville,FALSE,Wing,Germany v France,Hanover,1936-11-01,3,3,0,9,3,0,0,0,0,3,0,0,1,France,6.392726,45.675535000000004
311,Frantz,Sahuc,1910-11-13,FALSE,Marsoulas,FALSE,Fullback,Germany v France,Hanover,1936-11-01,1,1,0,0,0,0,0,0,0,1,0,0,1,France,0.998634,43.106302
312,David,Aguilar,1905-11-25,FALSE,Pau,FALSE,Lock,France v Germany,Parc des Princes,1937-04-18,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-0.370797,43.2951
313,Pierre,Daulouede,1909-07-27,FALSE,Labenne,FALSE,Prop,France v Germany,Parc des Princes,1937-04-18,4,4,0,0,0,0,0,0,0,2,2,0,0.5,France,-1.4265688,43.5921633
314,Gilbert,Lavail,1917-07-12,FALSE,Perpignan,FALSE,Fly-half,France v Germany,Parc des Princes,1937-04-18,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,2.8948332,42.6886591
315,Henri,Masse,1908-11-07,FALSE,Loriol,FALSE,Fullback,France v Germany,Parc des Princes,1937-04-18,1,1,0,0,0,0,0,0,0,1,0,0,1,France,4.822375,44.751895
316,Michel,Bonnus,1915-03-23,FALSE,Toulon,FALSE,Fullback,France v Italy,Parc des Princes,1937-10-17,5,5,0,4,0,0,0,1,0,3,2,0,0.6,France,5.928,43.124228
317,Antonin,Delque,1911-07-07,FALSE,Castelbiague,FALSE,Lock,France v Italy,Parc des Princes,1937-10-17,4,4,0,6,2,0,0,0,0,3,1,0,0.75,France,0.9233070000000001,43.035583
318,Marcel,Deygas,1908-08-28,FALSE,Ardoix,FALSE,Centre,France v Italy,Parc des Princes,1937-10-17,1,1,0,0,0,0,0,0,0,1,0,0,1,France,4.734891,45.186102
319,Emile,Fabre,1916-04-09,FALSE,Toulouse,FALSE,Lock,France v Italy,Parc des Princes,1937-10-17,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,France,1.444209,43.604652
320,Robert,Cals,1913-03-19,FALSE,Pezens,FALSE,Wing,Germany v France,Frankfurt,1938-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,France,2.26632,43.254666
321,Jean,Chassagne,1914-05-07,FALSE,Aveze,FALSE,Fly-half,Germany v France,Frankfurt,1938-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,France,3.600668,43.970568
322,Henri,Clarac,1912-10-13,FALSE,Saint-Girons,FALSE,Flanker,Germany v France,Frankfurt,1938-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,France,1.146088,42.982876
323,Jean-Baptiste,Lefort,1908-02-22,FALSE,Biarritz,FALSE,No. 8,Germany v France,Frankfurt,1938-03-27,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-1.558626,43.4831519
324,Rene,Arotca,1914-02-28,FALSE,Bayonne,FALSE,Flanker,Romania v France,Bucharest,1938-05-15,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-74.1143091,40.6687141
325,Robert,Caunegre,1913-01-30,FALSE,Bordeaux,FALSE,Wing,Romania v France,Bucharest,1938-05-15,2,2,0,6,2,0,0,0,0,2,0,0,1,France,-0.57918,44.837789
326,Emile,Doussau,1909-03-07,FALSE,Charmant,FALSE,Prop,Romania v France,Bucharest,1938-05-15,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-74.47507999999999,40.824866
327,Raymond le,Goff,1913-07-04,FALSE,Paris,FALSE,Wing,Romania v France,Bucharest,1938-05-15,2,2,0,3,1,0,0,0,0,2,0,0,1,France,2.3522219,48.856614
328,Rene,Lombarteix,1913-02-22,FALSE,Clermont-Ferrand,FALSE,"Prop, Lock",Romania v France,Bucharest,1938-05-15,2,2,0,0,0,0,0,0,0,2,0,0,1,France,3.087025,45.77722199999999
329,Andre,Rapin,1911-04-18,FALSE,Bordeaux,FALSE,Centre,Romania v France,Bucharest,1938-05-15,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-0.57918,44.837789
330,Guy,Vassal,1914-11-12,FALSE,Carcassonne,FALSE,"Fly-half, Scrum-half",Romania v France,Bucharest,1938-05-15,2,2,0,0,0,0,0,0,0,2,0,0,1,France,2.3517703,43.2132151
331,Jacques,Palat,1915-05-25,FALSE,Saint-Cyprien,FALSE,Flanker,France v Germany,Bucharest,1938-05-22,1,1,0,0,0,0,0,0,0,1,0,0,1,France,3.004182,42.61783
332,Pierre,Charton,1913-12-13,FALSE,Saint-Maur-des-Fosse,FALSE,No. 8,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,2.485429,48.8029439
333,Joseph,Dutrey,1914-09-17,FALSE,Puan,FALSE,Lock,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-117.9042308,33.9880816
334,Lucien,Ferrand,1909-01-04,FALSE,Le Creusot,FALSE,Flanker,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,4.4278,46.80535099999999
335,Francois,Meret,1914-05-08,FALSE,Pontacq,FALSE,Prop,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-0.108925,43.183708
336,Roger,Paul,1911-06-15,FALSE,Sauxillanges,FALSE,Hooker,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,3.371821,45.550965
337,Henri,Peyralade,1917-12-30,FALSE,Borderes-sur-l'Echez,FALSE,Scrum-half,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,0.050739,43.258786
338,Robert,Tourte,1914-07-31,FALSE,Saint-Girons,FALSE,Wing,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,1.146088,42.982876
339,Marcel,Tucoo-Chala,1916-05-19,FALSE,Pau,FALSE,Lock,France v British Army,Parc des Princes,1940-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-0.370797,43.2951
340,Georges,Baladie,1917-05-20,FALSE,Ville-d'Avray,FALSE,"Wing, Centre",France v British Army,Parc des Princes,1945-01-01,6,6,0,9,3,0,0,0,0,3,3,0,0.5,France,2.1886944,48.8270042
341,Yves,Bergougnan,1924-05-08,FALSE,Toulouse,FALSE,Scrum-half,France v British Army,Parc des Princes,1945-01-01,17,17,0,12,0,0,0,3,0,10,7,0,0.5882352941176471,France,1.444209,43.604652
342,Jean,Dauger,1919-11-12,FALSE,Cambo-les-Bains,FALSE,Centre,France v British Army,Parc des Princes,1945-01-01,3,3,0,6,2,0,0,0,0,2,1,0,0.6666666666666666,France,-1.3999053,43.3605565
343,Robert,Geneste,1921-03-12,FALSE,Angouleme,FALSE,Wing,France v British Army,Parc des Princes,1945-01-01,2,2,0,0,0,0,0,0,0,2,0,0,1,France,0.1562369,45.648377
344,Auguste,Jarasse,1915-02-12,FALSE,Ussel,FALSE,Hooker,France v British Army,Parc des Princes,1945-01-01,1,1,0,0,0,0,0,0,0,1,0,0,1,France,2.313835,45.548905
345,Louis,Junquas,1920-09-11,FALSE,Saint-Vincent-de-Tyr,FALSE,Centre,France v British Army,Parc des Princes,1945-01-01,13,13,0,0,0,0,0,0,0,7,6,0,0.5384615384615384,France,-1.301187,43.6587109
346,Jean,Massare,1922-08-29,FALSE,Fontenay-sous-Bois,FALSE,"Prop, Lock",France v British Army,Parc des Princes,1945-01-01,6,6,0,3,1,0,0,0,0,4,2,0,0.6666666666666666,France,2.475907,48.851542
347,Roger,Minjat,1920-08-03,FALSE,Venissieux,FALSE,Fullback,France v British Army,Parc des Princes,1945-01-01,1,1,0,0,0,0,0,0,0,1,0,0,1,France,4.8844649,45.699594
348,Alban,Moga,1923-05-01,FALSE,Bordeaux,FALSE,Lock,France v British Army,Parc des Princes,1945-01-01,22,22,0,0,0,0,0,0,0,13,9,0,0.5909090909090909,France,-0.57918,44.837789
349,Jean,Prat,1923-08-01,FALSE,Lourdes,FALSE,Flanker,France v British Army,Parc des Princes,1945-01-01,51,51,0,144,9,27,15,6,0,30,20,1,0.5882352941176471,France,-0.045726,43.091463
350,Jean,Prin-Clary,1912-07-15,FALSE,Marseille,FALSE,"Prop, Lock",France v British Army,Parc des Princes,1945-01-01,10,10,0,3,1,0,0,0,0,6,4,0,0.6,France,5.36978,43.296482
351,Andre,Sahuc,1914-08-04,FALSE,Castelnau-Montratier,FALSE,No. 8,France v British Army,Parc des Princes,1945-01-01,2,2,0,3,1,0,0,0,0,1,1,0,0.5,France,1.35337,44.26764
352,Robert,Soro,1922-11-28,FALSE,Odos,FALSE,Lock,France v British Army,Parc des Princes,1945-01-01,21,21,0,6,2,0,0,0,0,12,9,0,0.5714285714285714,France,-81.52556249999999,30.2576189
353,Andre,Alvarez,1923-05-26,FALSE,Bayonne,FALSE,"Fullback, Fly-half",British Empire Forces v France,Richmond,1945-04-28,20,20,0,25,1,6,1,2,0,13,7,0,0.65,France,-74.1143091,40.6687141
354,Jacques,Chaban-Delmas,1915-03-07,FALSE,Paris,FALSE,Wing,British Empire Forces v France,Richmond,1945-04-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France,2.3522219,48.856614
355,Gaston,Combes,1920-02-29,FALSE,Toulouse,FALSE,Scrum-half,British Empire Forces v France,Richmond,1945-04-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France,1.444209,43.604652
356,Lucien,Rouffia,1924-01-06,FALSE,Narbonne,FALSE,Fullback,British Empire Forces v France,Richmond,1945-04-28,4,4,0,0,0,0,0,0,0,1,3,0,0.25,France,3.003078,43.184277
357,Jean,Vilagra,1918-06-21,FALSE,Saint-Etienne,FALSE,Hooker,British Empire Forces v France,Richmond,1945-04-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France,4.3871779,45.439695
358,Guy,Basquet,1921-07-13,FALSE,Layrac,FALSE,Back-row,Wales XV v France,Swansea,1945-12-22,33,33,0,24,8,0,0,0,0,17,15,1,0.5151515151515151,France,0.660689,44.134673
359,Henri,Dutrain,1922-07-03,FALSE,Toulouse,FALSE,"Wing, Centre",Wales XV v France,Swansea,1945-12-22,8,8,0,0,0,0,0,0,0,5,3,0,0.625,France,1.444209,43.604652
360,Jean,Matheu-Cambas,1920-06-23,FALSE,Gelos,FALSE,Flanker,Wales XV v France,Swansea,1945-12-22,24,24,0,3,1,0,0,0,0,14,10,0,0.5833333333333334,France,-106.0937424,28.6456756
361,Elie,Pebeyre,1923-01-27,FALSE,Seilhac,FALSE,Wing,Wales XV v France,Swansea,1945-12-22,8,8,0,3,1,0,0,0,0,4,4,0,0.5,France,1.714244,45.367612
362,Maurice,Terreau,1923-01-30,FALSE,Bourg-en-Bresse,FALSE,"Centre, Fly-half",Wales XV v France,Swansea,1945-12-22,17,17,0,15,5,0,0,0,0,11,6,0,0.6470588235294118,France,5.2255007000000004,46.20516749999999
363,Marcel,Volot,1917-06-27,FALSE,Gonfreville l'Orcher,FALSE,Hooker,Wales XV v France,Swansea,1945-12-22,5,5,0,0,0,0,0,0,0,3,2,0,0.6,France,0.233079,49.502579
364,Albert,Kaempf,1921-03-30,FALSE,Itxassou,FALSE,Wing,France v British Empire Services,Parc des Princes,1946-01-01,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-1.406347,43.329845
365,Eugene,Buzy,1917-02-13,FALSE,Benejacq,FALSE,"Prop, Lock",France v Kiwis,Colombes,1946-03-10,17,17,0,0,0,0,0,0,0,10,7,0,0.5882352941176471,France,-0.212854,43.191936
366,Michel,Sorondo,1919-07-16,FALSE,Hendaye,FALSE,"Fullback, Centre",France v Kiwis,Colombes,1946-03-10,6,6,0,3,1,0,0,0,0,2,4,0,0.3333333333333333,France,-1.766148,43.359399
367,Jean,Lassegue,1924-02-15,FALSE,Rieumes,FALSE,Wing,France v Wales XV,Colombes,1946-04-22,9,9,0,15,5,0,0,0,0,7,2,0,0.7777777777777778,France,1.1175788,43.4121122
368,Marcel,Jol,1923-03-16,FALSE,Biarritz,FALSE,Hooker,France v Scotland,Colombes,1947-01-01,10,10,0,0,0,0,0,0,0,6,4,0,0.6,France,-1.558626,43.4831519
369,Lucien,Caron,1916-12-13,FALSE,Lyon,FALSE,Prop,England v France,Twickenham,1947-04-19,10,10,0,3,1,0,0,0,0,6,4,0,0.6,France,4.835659,45.764043
370,Gerard,Dufau,1924-08-27,FALSE,Dax,FALSE,Scrum-half,France v Ireland,Colombes,1948-01-01,38,38,0,6,2,0,0,0,0,21,17,0,0.5526315789473685,France,-80.3212932,25.8510938
371,Pierre,Jeanjean,1924-02-03,FALSE,Port Vendres,FALSE,Wing,France v Ireland,Colombes,1948-01-01,1,1,0,0,0,0,0,0,0,0,1,0,0,France,3.106592,42.518487
372,Lucien,Martin,1920-09-28,FALSE,Pau,FALSE,Hooker,France v Ireland,Colombes,1948-01-01,6,6,0,0,0,0,0,0,0,3,3,0,0.5,France,-0.370797,43.2951
373,Michel,Pomathios,1924-03-18,FALSE,Bourg-en-Bresse,FALSE,Wing,France v Ireland,Colombes,1948-01-01,24,24,0,18,6,0,0,0,0,12,11,1,0.5,France,5.2255007000000004,46.20516749999999
374,Leon,Bordenave,1920-05-11,FALSE,Odos,FALSE,"Centre, Fly-half",France v Australia,Colombes,1948-01-11,5,5,0,0,0,0,0,0,0,3,2,0,0.6,France,-81.52556249999999,30.2576189
375,Pierre,Dizabo,1929-10-04,FALSE,Saint-Vincent-de-Tyr,FALSE,"Centre, Fly-half",France v Australia,Colombes,1948-01-11,13,13,0,6,1,0,0,1,0,8,4,1,0.6153846153846154,France,-1.301187,43.6587109
376,Roger,Lacaussade,1922-01-30,FALSE,Captieux,FALSE,Wing,France v Australia,Colombes,1948-01-11,2,2,0,3,1,0,0,0,0,1,1,0,0.5,France,-0.261723,44.291534
377,Pierre,Aristouy,1920-10-18,FALSE,Arette,FALSE,"Prop, Lock",Scotland v France,Murrayfield,1948-01-24,6,6,0,0,0,0,0,0,0,2,3,1,0.3333333333333333,France,-0.7162200000000001,43.095245
378,Maurice,Siman,1924-07-12,FALSE,Clermont-Ferrand,FALSE,Wing,France v England,Colombes,1948-03-29,6,6,0,0,0,0,0,0,0,2,3,1,0.3333333333333333,France,3.087025,45.77722199999999
379,Noel,Baudry,1914-04-01,FALSE,Saint-Exupery-les-Ro,FALSE,Fullback,France v Scotland,Colombes,1949-01-15,5,5,0,0,0,0,0,0,0,4,1,0,0.8,France,2.369577,45.515752
380,Jean,Pilon,1925-10-14,FALSE,Bayonne,FALSE,Fly-half,England v France,Twickenham,1949-02-26,2,2,0,3,1,0,0,0,0,1,1,0,0.5,France,-74.1143091,40.6687141
381,Francis,Desclaux,1926-02-09,FALSE,Collioure,FALSE,Centre,Argentina v France,Buenos Aires,1949-08-28,3,3,0,5,0,1,0,1,0,3,0,0,1,France,3.084631,42.52675199999999
382,Felix,Lacrampe,1924-12-12,FALSE,Lannemezan,FALSE,No. 8,Argentina v France,Buenos Aires,1949-09-04,1,1,0,0,0,0,0,0,0,1,0,0,1,France,0.38396,43.125519
383,Roger,Arcalis,1927-06-01,FALSE,Tarbes,FALSE,Fullback,Scotland v France,Murrayfield,1950-01-14,5,5,0,0,0,0,0,0,0,2,2,1,0.4,France,0.078082,43.23295100000001
384,Rene,Bienes,1923-08-02,FALSE,Toulouse,FALSE,"Prop, Flanker",Scotland v France,Murrayfield,1950-01-14,29,29,0,12,4,0,0,0,0,16,12,1,0.5517241379310345,France,1.444209,43.604652
385,Firmin,Bonnus,1924-08-25,FALSE,Toulon,FALSE,Lock,Scotland v France,Murrayfield,1950-01-14,4,4,0,0,0,0,0,0,0,1,2,1,0.25,France,5.928,43.124228
386,Roger,Ferrien,1924-11-09,FALSE,Riscle,FALSE,Prop,Scotland v France,Murrayfield,1950-01-14,4,4,0,0,0,0,0,0,0,1,2,1,0.25,France,-0.08681889999999999,43.658594
387,Pierre,Lauga,1922-01-17,FALSE,Lucq-de-Bearn,FALSE,"Centre, Fly-half",Scotland v France,Murrayfield,1950-01-14,4,4,0,3,0,0,0,1,0,1,2,1,0.25,France,-0.6588649999999999,43.28738999999999
388,Pierre,Lavergne,1922-03-18,FALSE,Ciboure,FALSE,Prop,Scotland v France,Murrayfield,1950-01-14,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-1.675432,43.387537
389,Jacques,Merquey,1929-09-26,FALSE,Souillac,FALSE,Centre,Scotland v France,Murrayfield,1950-01-14,4,4,0,3,1,0,0,0,0,1,2,1,0.25,France,1.478613,44.893626
390,Daniel,Herice,1921-09-07,FALSE,Saint-Emiliosen,FALSE,Flanker,France v Ireland,Colombes,1950-01-28,1,1,0,0,0,0,0,0,0,0,0,1,0,France,-0.155729,44.89438699999999
391,Paul,Lasaosa,1927-07-13,FALSE,Dax,FALSE,"Centre, Scrum-half, Halfback",France v Ireland,Colombes,1950-01-28,6,6,0,0,0,0,0,0,0,3,2,1,0.5,France,-80.3212932,25.8510938
392,Pierre,Pascalin,1926-09-21,FALSE,Saint-Gein,FALSE,Hooker,France v Ireland,Colombes,1950-01-28,7,7,0,0,0,0,0,0,0,4,2,1,0.5714285714285714,France,-0.30228,43.836534
393,Georges,Brun,1922-12-23,FALSE,Aix-les-Bains,FALSE,"Fullback, Wing, Centre",France v England,Colombes,1950-02-25,14,14,0,0,0,0,0,0,0,7,7,0,0.5,France,5.908998,45.692341
394,Fernand,Cazenave,1924-11-26,FALSE,Orthez,FALSE,Wing,France v England,Colombes,1950-02-25,6,6,0,3,1,0,0,0,0,5,1,0,0.8333333333333334,France,-0.7739279,43.48755999999999
395,Franck,Fournet,1922-11-26,FALSE,Clermont-Ferrand,FALSE,Fly-half,Wales v France,Cardiff,1950-03-25,1,1,0,0,0,0,0,0,0,0,1,0,0,France,3.087025,45.77722199999999
396,Rene,Bernard,1925-05-11,FALSE,Bergerac,FALSE,Prop,France v Scotland,Colombes,1951-01-13,4,4,0,0,0,0,0,0,0,3,1,0,0.75,France,0.483392,44.853806
397,Georges,Carabignac,1929-10-10,FALSE,Boe,FALSE,Fly-half,France v Scotland,Colombes,1951-01-13,7,7,0,9,0,0,0,3,0,2,5,0,0.2857142857142857,France,-97.05824609999999,36.1183485
398,Henri,Foures,1925-08-29,FALSE,Issus,FALSE,Lock,France v Scotland,Colombes,1951-01-13,4,4,0,0,0,0,0,0,0,3,1,0,0.75,France,1.5062184,43.42381650000001
399,Lucien,Mias,1930-09-28,FALSE,Saint-Germain-de-Cal,FALSE,Lock,France v Scotland,Colombes,1951-01-13,29,29,0,3,1,0,0,0,0,17,11,1,0.5862068965517241,France,-72.5805592,45.83593
400,Alain,Porthault,1929-07-15,FALSE,Vervins,FALSE,Wing,France v Scotland,Colombes,1951-01-13,7,7,0,9,3,0,0,0,0,5,2,0,0.7142857142857143,France,3.907087,49.83443500000001
401,Guy,Belletante,1927-03-13,FALSE,Perigueux,FALSE,Centre,Ireland v France,Lansdowne Road,1951-01-27,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,France,0.7211149,45.184029
402,Pierre,Bertrand,1927-10-27,FALSE,Meximieux,FALSE,Prop,Ireland v France,Lansdowne Road,1951-01-27,8,8,0,13,0,2,3,0,0,4,4,0,0.5,France,5.1949736,45.9071984
403,Dacien,Olive,1924-07-12,FALSE,Claira,FALSE,Wing,Ireland v France,Lansdowne Road,1951-01-27,2,2,0,3,1,0,0,0,0,0,2,0,0,France,2.948939,42.761522
404,Maurice,Prat,1928-11-17,FALSE,Lourdes,FALSE,Fullback,Ireland v France,Lansdowne Road,1951-01-27,31,31,0,24,6,0,0,2,0,18,13,0,0.5806451612903226,France,-0.045726,43.091463
405,Jean-Roger,Bourdeu,1927-01-06,FALSE,Gan,FALSE,Flanker,Scotland v France,Murrayfield,1952-01-12,9,9,0,3,1,0,0,0,0,3,6,0,0.3333333333333333,France,-86.5663338,34.6372329
406,Rene,Brejassou,1929-08-12,FALSE,Aureilhan,FALSE,"Prop, Lock",Scotland v France,Murrayfield,1952-01-12,15,15,0,3,1,0,0,0,0,8,7,0,0.5333333333333333,France,0.096065,43.242573
407,Bernard,Chevallier,1925-12-07,FALSE,Rougnat,FALSE,Lock,Scotland v France,Murrayfield,1952-01-12,26,26,0,0,0,0,0,0,0,15,11,0,0.5769230769230769,France,2.4996999,46.053984
408,Roger,Furcade,1928-01-22,FALSE,Saint-Nazaire,FALSE,Fly-half,Scotland v France,Murrayfield,1952-01-12,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-2.213848,47.2734979
409,Paul,Labadie,1928-04-27,FALSE,Bayonne,FALSE,Hooker,Scotland v France,Murrayfield,1952-01-12,21,21,0,0,0,0,0,0,0,13,8,0,0.6190476190476191,France,-74.1143091,40.6687141
410,Robert,Labarthete,1924-10-05,FALSE,Gan,FALSE,"Fullback, Scrum-half",Scotland v France,Murrayfield,1952-01-12,1,1,0,0,0,0,0,0,0,1,0,0,1,France,-86.5663338,34.6372329
411,Roger,Martine,1930-01-03,FALSE,Bellocq,FALSE,"Fullback, Centre, Fly-half",Scotland v France,Murrayfield,1952-01-12,25,25,0,6,1,0,0,1,0,20,3,2,0.8,France,-73.97762159999999,40.7614327
412,Francois,Varenne,1926-07-26,FALSE,Junay,FALSE,Lock,Scotland v France,Murrayfield,1952-01-12,1,1,0,0,0,0,0,0,0,1,0,0,1,France,3.94862,47.877975
413,Antoine,Labazuy,1929-02-09,FALSE,Carcassonne,FALSE,Fly-half,France v Ireland,Colombes,1952-01-26,11,11,0,39,0,9,6,1,0,8,2,1,0.7272727272727273,France,2.3517703,43.2132151
414,Jean,Colombier,1928-09-23,FALSE,Saint-Julien-en-Gene,FALSE,Wing,France v South Africa,Colombes,1952-02-16,3,3,0,0,0,0,0,0,0,0,3,0,0,France,-97.63226390000001,35.5186678
415,Pierre,Guilleux,1924-12-15,FALSE,Usseau,FALSE,Fullback,France v South Africa,Colombes,1952-02-16,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,-0.579252,46.173421
416,Jacques,Mauran,1929-05-01,FALSE,Rignac,FALSE,Centre,France v South Africa,Colombes,1952-02-16,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,France,2.287737,44.40951
417,Michel,Lecointre,1926-07-03,FALSE,Troyes,FALSE,Fly-half,Italy v France,Milan,1952-05-17,1,1,0,0,0,0,0,0,0,1,0,0,1,France,4.0744009,48.2973451
418,Lucien,Roge,1932-10-19,FALSE,Cessenon,FALSE,"Wing, Centre",Italy v France,Milan,1952-05-17,15,15,0,12,4,0,0,0,0,10,4,1,0.6666666666666666,France,3.0528175,43.45056940000001
419,Andre,Sanac,1929-08-04,FALSE,Trouillas,FALSE,"Prop, Lock",Italy v France,Milan,1952-05-17,10,10,0,3,1,0,0,0,0,5,5,0,0.5,France,2.808703,42.609815
420,Jean-Claude,Rouan,1933-10-30,FALSE,Quillan,FALSE,Fullback,France v Scotland,Colombes,1953-01-10,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,2.18546,42.875129
421,Paul,Tignol,1933-05-26,FALSE,Toulouse,FALSE,"Lock, No. 8",France v Scotland,Colombes,1953-01-10,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,1.444209,43.604652
422,Julien,Arrieta,1924-09-11,FALSE,Irun,FALSE,Hooker,England v France,Twickenham,1953-02-28,2,2,0,0,0,0,0,0,0,0,2,0,0,France,-98.53369649999999,29.60169729999999
423,Robert,Carrere,1921-03-13,FALSE,Saint-Sever,FALSE,Prop,England v France,Twickenham,1953-02-28,2,2,0,0,0,0,0,0,0,1,1,0,0.5,France,-0.574221,43.759137
424,Michel,Celaya,1930-07-04,FALSE,Biarritz,FALSE,Back-row,England v France,Twickenham,1953-02-28,50,50,0,18,6,0,0,0,0,30,15,5,0.6,France,-1.558626,43.4831519
425,Andre,Haget,1931-04-26,FALSE,Biarritz,FALSE,Fly-half,England v France,Twickenham,1953-02-28,14,14,0,3,1,0,0,0,0,10,4,0,0.7142857142857143,France,-1.558626,43.4831519
426,Laurent,Bidart,1930-01-11,FALSE,Le Boucau,FALSE,Fly-half,France v Wales,Colombes,1953-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-1.4858579,43.523153
427,Henri,Domec,1932-08-09,FALSE,Lourdes,FALSE,Flanker,France v Wales,Colombes,1953-03-28,20,20,0,3,1,0,0,0,0,15,5,0,0.75,France,-0.045726,43.091463
428,Joseph,Galy,1929-12-22,FALSE,Bages,FALSE,Centre,France v Wales,Colombes,1953-03-28,1,1,0,0,0,0,0,0,0,0,1,0,0,France,-73.9589335,40.7685323
429,Michel,Vannier,1931-07-21,FALSE,Etain,FALSE,Fullback,France v Wales,Colombes,1953-03-28,43,43,0,180,1,45,21,8,0,28,12,3,0.6511627906976745,France,-73.9008038,40.9347742
